year,player_id,player_name,LOOKUP Column,position,nfl_team,weeks_played,total_fantasy_points,avg_points_per_game
2024,11665,Jared Verse,2024Jared Verse,DL,LAR,16,0,0
2024,11674,Tyler Nubin,2024Tyler Nubin,DB,NYG,16,0,0
2024,11680,Patrick Paul,2024Patrick Paul,OL,MIA,16,0,0
2024,11691,T'Vondre Sweat,2024T'Vondre Sweat,DL,TEN,16,0,0
2024,11713,McKinnley Jackson,2024McKinnley Jackson,DL,CIN,16,0,0
2024,11719,Cooper Beebe,2024Cooper Beebe,OL,DAL,15,0,0
2024,11749,Cam Hart,2024Cam Hart,CB,LAC,13,0,0
2024,11766,Jarvis Brownlee,2024Jarvis Brownlee,DB,NYJ,16,0,0
2024,11767,Xavier Thomas,2024Xavier Thomas,DE,ARI,13,0,0
2024,11768,Christian Jones,2024Christian Jones,OL,ARI,8,0,0
2024,11770,JD Bertrand,2024JD Bertrand,LB,ATL,12,0,0
2024,11778,Jordan Magee,2024Jordan Magee,LB,WAS,15,0,0
2024,11799,Tyler Davis,2024Tyler Davis,DT,LAR,15,0,0
2024,11804,Mekhi Wingo,2024Mekhi Wingo,DT,DET,15,0,0
2024,11814,Josiah Ezirim,2024Josiah Ezirim,OT,,16,0,0
2024,11818,Michael Jurgens,2024Michael Jurgens,OL,MIN,15,0,0
2024,11821,Tahj Washington,2024Tahj Washington,WR,MIA,16,0,0
2024,11837,Jaden Davis,2024Jaden Davis,DB,ARI,16,0,0
2024,11838,Nate Thomas,2024Nate Thomas,OL,DAL,16,0,0
2024,11843,Michael Barrett,2024Michael Barrett,LB,,9,0,0
2024,11853,Tomari Fox,2024Tomari Fox,DL,,16,0,0
2024,11855,Amari Gainer,2024Amari Gainer,LB,,16,0,0
2024,11859,John Rhys Plumlee,2024John Rhys Plumlee,QB,,16,0,0
2024,11893,Isaiah Stalbird,2024Isaiah Stalbird,LB,NO,16,0,0
2024,11914,Jeremy Flax,2024Jeremy Flax,OL,,16,0,0
2024,11919,Lorenzo Thompson,2024Lorenzo Thompson,OL,,16,0,0
2024,11965,Marcus Banks,2024Marcus Banks,DB,,16,0,0
2024,11966,Rashad Wisdom,2024Rashad Wisdom,DB,TB,16,0,0
2024,11969,Xavier Johnson,2024Xavier Johnson,WR,,16,0,0
2024,12090,Corey Crooms,2024Corey Crooms,WR,,1,0,0
2024,12103,Jordan Miller,2024Jordan Miller,DT,DEN,16,0,0
2024,12124,Isaiah Johnson,2024Isaiah Johnson,DB,MIA,16,0,0
2024,12132,Josh Wallace,2024Josh Wallace,DB,LAR,16,0,0
2024,12134,Sam Wiglusz,2024Sam Wiglusz,WR,,7,0,0
2024,12142,Jaylen McCollough,2024Jaylen McCollough,DB,LAR,16,0,0
2024,12159,Hogan Hatten,2024Hogan Hatten,LS,DET,16,0,0
2024,12193,Max Tooley,2024Max Tooley,LB,,16,0,0
2024,12216,Steven Jones,2024Steven Jones,OL,PIT,16,0,0
2024,12218,Jalen Jackson,2024Jalen Jackson,RB,,4,0,0
2024,12224,David White,2024David White,WR,,16,0,0
2024,12269,Brandon Codrington,2024Brandon Codrington,DB,BUF,16,0,0
2024,12370,Praise Olatoke,2024Praise Olatoke,WR,,16,0,0
2024,1238,Josh Harris,2024Josh Harris,LS,LAC,16,0,0
2024,12380,Te'Cory Couch,2024Te'Cory Couch,CB,,16,0,0
2024,12418,Chris Collins,2024Chris Collins,LB,,16,0,0
2024,1492,Johnathan Hankins,2024Johnathan Hankins,DT,SEA,16,0,0
2024,1721,Andrew DePaola,2024Andrew DePaola,LS,MIN,16,0,0
2024,1844,Tyler Ott,2024Tyler Ott,LS,WAS,16,0,0
2024,1900,Joel Bitonio,2024Joel Bitonio,OG,CLE,16,0,0
2024,2063,Casey Kreiter,2024Casey Kreiter,LS,NYG,16,0,0
2024,2305,Charley Hughlett,2024Charley Hughlett,LS,PHI,16,0,0
2024,2318,Andrus Peat,2024Andrus Peat,OL,PIT,15,0,0
2024,2322,Arik Armstead,2024Arik Armstead,DE,JAX,16,0,0
2024,2340,Mario Edwards,2024Mario Edwards,DE,HOU,16,0,0
2024,2344,Eddie Goldman,2024Eddie Goldman,DT,WAS,16,0,0
2024,2435,Shaq Mason,2024Shaq Mason,OL,,15,0,0
2024,2469,Joe Cardona,2024Joe Cardona,LS,MIA,15,0,0
2024,2543,Trent Brown,2024Trent Brown,OL,HOU,16,0,0
2024,2617,Alex Singleton,2024Alex Singleton,LB,DEN,16,0,0
2024,2677,Neville Hewitt,2024Neville Hewitt,LB,NYG,16,0,0
2024,2826,Troy Hill,2024Troy Hill,CB,,14,0,0
2024,2985,Kendall Lamm,2024Kendall Lamm,OT,MIA,15,0,0
2024,3155,Laquon Treadwell,2024Laquon Treadwell,WR,IND,16,0,0
2024,3160,Jalen Ramsey,2024Jalen Ramsey,CB,PIT,16,0,0
2024,3207,Andrew Billings,2024Andrew Billings,DT,CHI,16,0,0
2024,3230,Vonn Bell,2024Vonn Bell,DB,,16,0,0
2024,3259,Graham Glasgow,2024Graham Glasgow,G,DET,15,0,0
2024,3376,Ted Karras,2024Ted Karras,OL,CIN,16,0,0
2024,3526,Roy Robertson-Harris,2024Roy Robertson-Harris,DE,NYG,16,0,0
2024,4086,DeMarcus Walker,2024DeMarcus Walker,DE,,16,0,0
2024,4168,Grover Stewart,2024Grover Stewart,DT,IND,16,0,0
2024,4176,David Sharpe,2024David Sharpe,T,LAC,10,0,0
2024,4180,Rayshawn Jenkins,2024Rayshawn Jenkins,DB,CLE,16,0,0
2024,4241,Pat O'Connor,2024Pat O'Connor,DE,DET,16,0,0
2024,4427,Kenny Moore,2024Kenny Moore,CB,IND,14,0,0
2024,4592,Elijah Wilkinson,2024Elijah Wilkinson,OL,ATL,5,0,0
2024,4598,Storm Norton,2024Storm Norton,T,ATL,16,0,0
2024,4602,Robert Tonyan,2024Robert Tonyan,TE,KC,12,0,0
2024,4693,Andrew Wylie,2024Andrew Wylie,G,WAS,14,0,0
2024,4848,Christian Kuntz,2024Christian Kuntz,LS,PIT,16,0,0
2024,4948,Orlando Brown,2024Orlando Brown,T,CIN,10,0,0
2024,4959,Scott Daly,2024Scott Daly,LS,CHI,16,0,0
2024,4965,Marcus Davenport,2024Marcus Davenport,DE,DET,15,0,0
2024,4970,Quenton Nelson,2024Quenton Nelson,OL,IND,16,0,0
2024,4982,Mike Hughes,2024Mike Hughes,CB,ATL,14,0,0
2024,5047,Brian O'Neill,2024Brian O'Neill,T,MIN,16,0,0
2024,5054,Carlton Davis,2024Carlton Davis,CB,NE,15,0,0
2024,5073,Sebastian Joseph-Day,2024Sebastian Joseph-Day,DT,TEN,16,0,0
2024,5075,Ogbo Okoronkwo,2024Ogbo Okoronkwo,LB,PHI,15,0,0
2024,5161,Ezekiel Turner,2024Ezekiel Turner,LB,DET,14,0,0
2024,5226,Poona Ford,2024Poona Ford,DT,LAR,16,0,0
2024,5330,Dorance Armstrong,2024Dorance Armstrong,DE,WAS,15,0,0
2024,5334,Josey Jewell,2024Josey Jewell,LB,,12,0,0
2024,5363,Matt Pryor,2024Matt Pryor,T,PHI,16,0,0
2024,5466,John Franklin-Myers,2024John Franklin-Myers,DT,DEN,16,0,0
2024,5520,Jonathan Owens,2024Jonathan Owens,DB,CHI,16,0,0
2024,5526,Darious Williams,2024Darious Williams,CB,LAR,16,0,0
2024,5576,Ben Niemann,2024Ben Niemann,LB,,16,0,0
2024,5610,Evan Brown,2024Evan Brown,C,ARI,16,0,0
2024,579,Linval Joseph,2024Linval Joseph,DT,,16,0,0
2024,5864,Byron Murphy,2024Byron Murphy,CB,MIN,16,0,0
2024,5867,Dalton Risner,2024Dalton Risner,G,CIN,16,0,0
2024,5882,Taylor Rapp,2024Taylor Rapp,DB,BUF,13,0,0
2024,5894,Germaine Pratt,2024Germaine Pratt,LB,IND,16,0,0
2024,5898,Michael Deiter,2024Michael Deiter,OL,WAS,16,0,0
2024,5936,Nate Davis,2024Nate Davis,G,,6,0,0
2024,5946,Jamel Dean,2024Jamel Dean,CB,TB,16,0,0
2024,5981,Greg Gaines,2024Greg Gaines,DT,TB,14,0,0
2024,5982,Marquise Blair,2024Marquise Blair,DB,,6,0,0
2024,6060,Sean Murphy-Bunting,2024Sean Murphy-Bunting,CB,ARI,14,0,0
2024,6065,Cody Barton,2024Cody Barton,LB,TEN,16,0,0
2024,6116,John Cominsky,2024John Cominsky,DE,,16,0,0
2024,6129,Jerry Tillery,2024Jerry Tillery,DT,KC,16,0,0
2024,6132,Oshane Ximines,2024Oshane Ximines,LB,,16,0,0
2024,6144,Trayveon Williams,2024Trayveon Williams,RB,LAC,16,0,0
2024,6284,Marcus Epps,2024Marcus Epps,DB,PHI,16,0,0
2024,6291,Donovan Wilson,2024Donovan Wilson,DB,DAL,16,0,0
2024,6301,Nick Scott,2024Nick Scott,DB,CAR,15,0,0
2024,6303,Joshua Miles,2024Joshua Miles,OL,,15,0,0
2024,6437,John Leglue,2024John Leglue,OT,,11,0,0
2024,6551,Darius Harris,2024Darius Harris,LB,NE,16,0,0
2024,6612,Luke Gifford,2024Luke Gifford,LB,SF,15,0,0
2024,6634,Nate Brooks,2024Nate Brooks,DB,,16,0,0
2024,6712,Marcus Simms,2024Marcus Simms,WR,,8,0,0
2024,6810,Andrew Thomas,2024Andrew Thomas,T,NYG,16,0,0
2024,6817,Noah Igbinoghene,2024Noah Igbinoghene,CB,WAS,16,0,0
2024,6848,Anfernee Jennings,2024Anfernee Jennings,LB,NE,15,0,0
2024,6858,James Lynch,2024James Lynch,DT,TEN,16,0,0
2024,6911,Brandon Jones,2024Brandon Jones,DB,DEN,15,0,0
2024,6923,Geno Stone,2024Geno Stone,DB,CIN,16,0,0
2024,6941,Troy Dye,2024Troy Dye,LB,LAC,16,0,0
2024,6952,Jonah Jackson,2024Jonah Jackson,G,CHI,16,0,0
2024,6964,Sean McKeon,2024Sean McKeon,TE,IND,16,0,0
2024,6990,Tanner Muse,2024Tanner Muse,LB,,9,0,0
2024,7014,Joe Bachie,2024Joe Bachie,LB,TEN,15,0,0
2024,7018,Malcolm Roach,2024Malcolm Roach,DT,DEN,16,0,0
2024,7077,Jacob Bobenmoyer,2024Jacob Bobenmoyer,LS,LV,16,0,0
2024,7082,Dalton Keene,2024Dalton Keene,TE,,16,0,0
2024,7084,Jake Luton,2024Jake Luton,QB,,6,0,0
2024,7206,Brandon Walton,2024Brandon Walton,OT,CAR,15,0,0
2024,7280,Carter O'Donnell,2024Carter O'Donnell,T,,16,0,0
2024,7283,Chris Williams,2024Chris Williams,DT,CHI,16,0,0
2024,7325,Joe Gaziano,2024Joe Gaziano,DE,,12,0,0
2024,7381,Niko Lalos,2024Niko Lalos,DE,,9,0,0
2024,7390,Domenique Davis,2024Domenique Davis,DL,,12,0,0
2024,7601,Rondale Moore,2024Rondale Moore,WR,MIN,16,0,0
2024,7635,Jaelan Phillips,2024Jaelan Phillips,LB,MIA,16,0,0
2024,7637,Zaven Collins,2024Zaven Collins,LB,ARI,16,0,0
2024,7642,Jaycee Horn,2024Jaycee Horn,CB,CAR,15,0,0
2024,7647,Pete Werner,2024Pete Werner,LB,NO,13,0,0
2024,7662,Richie Grant,2024Richie Grant,DB,NE,16,0,0
2024,7681,Baron Browning,2024Baron Browning,LB,ARI,16,0,0
2024,7699,Quinn Meinerz,2024Quinn Meinerz,OL,DEN,16,0,0
2024,7708,Marco Wilson,2024Marco Wilson,CB,CIN,15,0,0
2024,7742,Kion Smith,2024Kion Smith,T,MIA,16,0,0
2024,7772,Phil Hoskins,2024Phil Hoskins,DT,,6,0,0
2024,7774,Jimmy Morrissey,2024Jimmy Morrissey,OL,IND,16,0,0
2024,7790,Stone Forsythe,2024Stone Forsythe,T,LV,15,0,0
2024,7840,Ta'Quon Graham,2024Ta'Quon Graham,DT,ATL,16,0,0
2024,7854,Miller Forristall,2024Miller Forristall,TE,,9,0,0
2024,7957,Jon Rhattigan,2024Jon Rhattigan,LB,LV,15,0,0
2024,8004,Devon Key,2024Devon Key,DB,DEN,16,0,0
2024,8025,Adam Prentice,2024Adam Prentice,FB,DEN,16,0,0
2024,8033,Bernhard Seikovits,2024Bernhard Seikovits,TE,,16,0,0
2024,8310,Cor'Dale Flott,2024Cor'Dale Flott,DB,NYG,14,0,0
2024,8323,Jaquan Brisker,2024Jaquan Brisker,DB,CHI,12,0,0
2024,8389,Akayleb Evans,2024Akayleb Evans,DB,CAR,9,0,0
2024,8392,Nick Cross,2024Nick Cross,DB,IND,16,0,0
2024,8416,Jalen Virgil,2024Jalen Virgil,WR,,15,0,0
2024,8447,Kenyon Green,2024Kenyon Green,OL,BAL,16,0,0
2024,8449,Tyler Smith,2024Tyler Smith,OL,DAL,15,0,0
2024,8457,Abraham Lucas,2024Abraham Lucas,OL,SEA,16,0,0
2024,8480,Jamaree Salyer,2024Jamaree Salyer,OL,LAC,16,0,0
2024,8496,Theo Jackson,2024Theo Jackson,DB,MIN,16,0,0
2024,8505,AJ Arcuri,2024AJ Arcuri,OT,LAR,16,0,0
2024,8526,Cameron Goode,2024Cameron Goode,LB,MIA,16,0,0
2024,8527,Dareke Young,2024Dareke Young,WR,SEA,13,0,0
2024,8528,Ryan Wright,2024Ryan Wright,P,MIN,16,0,0
2024,8532,Mike Brown,2024Mike Brown,DB,TEN,16,0,0
2024,8594,Tyrese Robinson,2024Tyrese Robinson,G,,8,0,0
2024,8655,Seth Vernon,2024Seth Vernon,P,,3,0,0
2024,8659,Nate Landman,2024Nate Landman,LB,LAR,16,0,0
2024,8660,Leroy Watson,2024Leroy Watson,TE,LV,9,0,0
2024,8666,Darrell Baker,2024Darrell Baker,CB,TEN,16,0,0
2024,8691,Vi Jones,2024Vi Jones,LB,,15,0,0
2024,8739,Keir Thomas,2024Keir Thomas,DE,LAR,16,0,0
2024,8746,Benton Whitley,2024Benton Whitley,DE,,12,0,0
2024,8791,Shaun Jolly,2024Shaun Jolly,CB,,16,0,0
2024,8795,D'Anthony Bell,2024D'Anthony Bell,DB,SEA,16,0,0
2024,8841,Zach VanValkenburg,2024Zach VanValkenburg,DE,,7,0,0
2024,8850,Ben Stille,2024Ben Stille,DT,,15,0,0
2024,8919,Ayo Oyelola,2024Ayo Oyelola,DB,,16,0,0
2024,9220,Evan Hull,2024Evan Hull,RB,,15,0,0
2024,9231,Jaren Hall,2024Jaren Hall,QB,,12,0,0
2024,1043,Stephon Gilmore,2024Stephon Gilmore,CB,,14,0,0
2024,1074,Kevin Zeitler,2024Kevin Zeitler,OG,TEN,15,0,0
2024,1079,Tashaun Gipson,2024Tashaun Gipson,DB,,17,0,0
2024,10878,Deonte Banks,2024Deonte Banks,DB,NYG,13,0,0
2024,10884,Broderick Jones,2024Broderick Jones,OL,PIT,16,0,0
2024,10896,John Michael Schmitz,2024John Michael Schmitz,OL,NYG,15,0,0
2024,10897,Tyrique Stevenson,2024Tyrique Stevenson,CB,CHI,15,0,0
2024,10901,Keeanu Benton,2024Keeanu Benton,NT,PIT,16,0,0
2024,10912,Steve Avila,2024Steve Avila,C,LAR,16,0,0
2024,10916,Kobie Turner,2024Kobie Turner,DT,LAR,16,0,0
2024,10926,Marte Mapu,2024Marte Mapu,DB,NE,13,0,0
2024,10930,Riley Moss,2024Riley Moss,DB,DEN,13,0,0
2024,10958,Dylan Horton,2024Dylan Horton,DL,HOU,16,0,0
2024,10960,Jake Andrews,2024Jake Andrews,OL,HOU,16,0,0
2024,10963,Jakorian Bennett,2024Jakorian Bennett,DB,PHI,15,0,0
2024,10980,SirVocea Dennis,2024SirVocea Dennis,LB,TB,16,0,0
2024,10999,Josh Hayes,2024Josh Hayes,CB,TB,14,0,0
2024,11010,Brad Robbins,2024Brad Robbins,P,,4,0,0
2024,11015,Dante Stills,2024Dante Stills,DT,ARI,15,0,0
2024,11068,Mitch Tinsley,2024Mitch Tinsley,WR,CIN,16,0,0
2024,11076,NaJee Thompson,2024NaJee Thompson,CB,,16,0,0
2024,11093,David Perales,2024David Perales,LB,,14,0,0
2024,11230,Patrick O'Connell,2024Patrick O'Connell,LB,SEA,13,0,0
2024,11251,Shaka Heyward,2024Shaka Heyward,LB,CIN,16,0,0
2024,11263,Lorenz Metz,2024Lorenz Metz,OL,TB,16,0,0
2024,11325,Reese Taylor,2024Reese Taylor,CB,DEN,16,0,0
2024,11376,Richard Gouraige,2024Richard Gouraige,OL,,16,0,0
2024,11394,Mitchell Agude,2024Mitchell Agude,LB,,16,0,0
2024,11420,Luke Haggard,2024Luke Haggard,OT,TB,16,0,0
2024,11426,Evan Deckers,2024Evan Deckers,LS,TB,16,0,0
2024,11458,Matthew Jackson,2024Matthew Jackson,DB,,16,0,0
2024,11471,Dalton Wagner,2024Dalton Wagner,T,LV,16,0,0
2024,11474,Dylan Drummond,2024Dylan Drummond,WR,ATL,15,0,0
2024,11493,Jordan Murray,2024Jordan Murray,TE,,12,0,0
2024,11573,Frank Gore,2024Frank Gore,RB,BUF,16,0,0
2024,11677,Braden Fiske,2024Braden Fiske,DL,LAR,16,0,0
2024,11679,Chris Braswell,2024Chris Braswell,LB,TB,16,0,0
2024,11689,Ennis Rakestraw,2024Ennis Rakestraw,DB,DET,14,0,0
2024,11702,Brandon Coleman,2024Brandon Coleman,OL,WAS,15,0,0
2024,11708,DJ Glaze,2024DJ Glaze,OL,LV,16,0,0
2024,11710,Calen Bullock,2024Calen Bullock,DB,HOU,16,0,0
2024,11714,Jonah Elliss,2024Jonah Elliss,DE,DEN,16,0,0
2024,11720,Marist Liufau,2024Marist Liufau,LB,DAL,16,0,0
2024,11773,Keilan Robinson,2024Keilan Robinson,RB,NYJ,16,0,0
2024,11795,Jaden Crumedy,2024Jaden Crumedy,DT,CAR,13,0,0
2024,11802,Tejhaun Palmer,2024Tejhaun Palmer,WR,ARI,16,0,0
2024,11811,Logan Lee,2024Logan Lee,DL,PIT,16,0,0
2024,11824,Travis Clayton,2024Travis Clayton,OT,BUF,16,0,0
2024,11827,Jonah Laulu,2024Jonah Laulu,DL,LV,16,0,0
2024,11829,Solomon Byrd,2024Solomon Byrd,DE,HOU,16,0,0
2024,11832,Matt Lee,2024Matt Lee,C,CIN,16,0,0
2024,11845,LaDarius Henderson,2024LaDarius Henderson,OL,CLE,16,0,0
2024,11851,Carter Bradley,2024Carter Bradley,QB,JAX,14,0,0
2024,11875,Tre'Mon Morris-Brash,2024Tre'Mon Morris-Brash,DE,,16,0,0
2024,11881,Jake Johanning,2024Jake Johanning,C,,16,0,0
2024,11900,Jacob Kibodi,2024Jacob Kibodi,RB,,10,0,0
2024,11908,Gabriel Murphy,2024Gabriel Murphy,DL,MIN,16,0,0
2024,11927,Doug Nester,2024Doug Nester,OL,,16,0,0
2024,11930,Taki Taimani,2024Taki Taimani,DL,MIN,16,0,0
2024,11938,Chigozie Anusiem,2024Chigozie Anusiem,CB,ARI,11,0,0
2024,11955,Cole Spencer,2024Cole Spencer,G,,8,0,0
2024,11972,Isaiah Iton,2024Isaiah Iton,DL,NE,16,0,0
2024,11973,Gabe Jeudy-Lally,2024Gabe Jeudy-Lally,CB,,11,0,0
2024,11974,Khalid Duke,2024Khalid Duke,DE,,16,0,0
2024,12009,Jack Plummer,2024Jack Plummer,QB,,15,0,0
2024,12047,Ro Torrence,2024Ro Torrence,DB,,3,0,0
2024,12057,Maema Njongmeta,2024Maema Njongmeta,LB,CAR,16,0,0
2024,12108,Quinton Newsome,2024Quinton Newsome,DB,,15,0,0
2024,12128,Isaac Ukwu,2024Isaac Ukwu,DE,,16,0,0
2024,12208,Theo Benedet,2024Theo Benedet,OT,CHI,16,0,0
2024,1233,Bobby Wagner,2024Bobby Wagner,LB,WAS,16,0,0
2024,12391,Kenny Dyson,2024Kenny Dyson,LB,,16,0,0
2024,12427,Dondrea Tillman,2024Dondrea Tillman,DT,DEN,13,0,0
2024,125,Calais Campbell,2024Calais Campbell,DE,ARI,16,0,0
2024,1516,Sam Martin,2024Sam Martin,P,CAR,16,0,0
2024,1576,Tyrann Mathieu,2024Tyrann Mathieu,DB,,16,0,0
2024,1800,Jordan Matthews,2024Jordan Matthews,TE,,16,0,0
2024,2036,Khalil Mack,2024Khalil Mack,LB,LAC,15,0,0
2024,2066,Zack Martin,2024Zack Martin,G,,14,0,0
2024,2311,Leonard Williams,2024Leonard Williams,DE,SEA,15,0,0
2024,2324,Cameron Erving,2024Cameron Erving,T,,2,0,0
2024,2333,Laken Tomlinson,2024Laken Tomlinson,OL,HOU,16,0,0
2024,2354,Mitch Morse,2024Mitch Morse,C,,16,0,0
2024,2389,Jordan Hicks,2024Jordan Hicks,LB,,12,0,0
2024,2501,Quandre Diggs,2024Quandre Diggs,DB,TEN,16,0,0
2024,2796,Efe Obada,2024Efe Obada,DE,,16,0,0
2024,3188,Sheldon Rankins,2024Sheldon Rankins,DT,HOU,7,0,0
2024,3193,Germain Ifedi,2024Germain Ifedi,OL,MIA,15,0,0
2024,3197,Emmanuel Ogbah,2024Emmanuel Ogbah,DE,JAX,15,0,0
2024,3233,Kevin Byard,2024Kevin Byard,DB,CHI,16,0,0
2024,3265,Sheldon Day,2024Sheldon Day,DT,WAS,16,0,0
2024,3576,Reid Ferguson,2024Reid Ferguson,LS,BUF,16,0,0
2024,3598,Luke Rhodes,2024Luke Rhodes,LS,IND,16,0,0
2024,3743,Morgan Fox,2024Morgan Fox,DE,,16,0,0
2024,3786,George Fant,2024George Fant,OT,WAS,15,0,0
2024,4102,Dion Dawkins,2024Dion Dawkins,OT,BUF,16,0,0
2024,4114,Tanoh Kpassagnon,2024Tanoh Kpassagnon,DE,IND,15,0,0
2024,4129,Jourdan Lewis,2024Jourdan Lewis,CB,JAX,15,0,0
2024,4135,Trey Hendrickson,2024Trey Hendrickson,DE,CIN,16,0,0
2024,4140,Shaquill Griffin,2024Shaquill Griffin,CB,SEA,16,0,0
2024,4278,D.J. Jones,2024D.J. Jones,DT,DEN,16,0,0
2024,4319,Zach Pascal,2024Zach Pascal,WR,,16,0,0
2024,4331,Rigoberto Sanchez,2024Rigoberto Sanchez,P,IND,16,0,0
2024,4986,Kolton Miller,2024Kolton Miller,T,LV,16,0,0
2024,4987,Frank Ragnow,2024Frank Ragnow,C,,15,0,0
2024,5014,Joseph Noteboom,2024Joseph Noteboom,OL,BAL,15,0,0
2024,5018,Will Hernandez,2024Will Hernandez,G,ARI,16,0,0
2024,5030,Harold Landry,2024Harold Landry,LB,NE,16,0,0
2024,5049,Harrison Phillips,2024Harrison Phillips,DT,NYJ,16,0,0
2024,5060,Braden Smith,2024Braden Smith,OL,IND,15,0,0
2024,5090,Folorunso Fatukasi,2024Folorunso Fatukasi,DT,HOU,11,0,0
2024,5121,Braxton Berrios,2024Braxton Berrios,WR,HOU,16,0,0
2024,5158,Dennis Gardeck,2024Dennis Gardeck,LB,JAX,16,0,0
2024,5222,Jalen Davis,2024Jalen Davis,CB,CIN,16,0,0
2024,5230,Michael Badgley,2024Michael Badgley,K,IND,16,0,0
2024,5297,Zach Sieler,2024Zach Sieler,DT,MIA,14,0,0
2024,5301,Anthony Averett,2024Anthony Averett,CB,,16,0,0
2024,5346,Zaire Franklin,2024Zaire Franklin,LB,IND,16,0,0
2024,5369,Dane Cruikshank,2024Dane Cruikshank,DB,,10,0,0
2024,5461,Trent Sieg,2024Trent Sieg,LS,DAL,16,0,0
2024,5721,Corey Bojorquez,2024Corey Bojorquez,P,CLE,16,0,0
2024,5806,John Wolford,2024John Wolford,QB,,6,0,0
2024,5862,Brian Burns,2024Brian Burns,DE,NYG,16,0,0
2024,5904,David Edwards,2024David Edwards,OL,BUF,16,0,0
2024,5908,Amani Hooker,2024Amani Hooker,DB,TEN,15,0,0
2024,5921,Kris Boyd,2024Kris Boyd,CB,NYJ,16,0,0
2024,5928,David Long,2024David Long,LB,,13,0,0
2024,5991,Maxx Crosby,2024Maxx Crosby,DE,LV,14,0,0
2024,6006,Byron Cowart,2024Byron Cowart,DT,NYJ,15,0,0
2024,6008,Yosh Nijman,2024Yosh Nijman,T,CAR,15,0,0
2024,6029,Jackson Barton,2024Jackson Barton,T,,16,0,0
2024,6084,Hjalte Froholdt,2024Hjalte Froholdt,G,ARI,16,0,0
2024,6210,Darnell Savage,2024Darnell Savage,DB,WAS,12,0,0
2024,6218,E.J. Speed,2024E.J. Speed,LB,HOU,14,0,0
2024,6220,Cole Holcomb,2024Cole Holcomb,LB,PIT,16,0,0
2024,6292,Nick Allegretti,2024Nick Allegretti,G,WAS,16,0,0
2024,6314,Cam Lewis,2024Cam Lewis,CB,BUF,16,0,0
2024,6315,Tyrel Dodson,2024Tyrel Dodson,LB,MIA,16,0,0
2024,6476,D'Angelo Ross,2024D'Angelo Ross,DB,HOU,15,0,0
2024,6802,A.J. Epenesa,2024A.J. Epenesa,DE,BUF,16,0,0
2024,6816,Cesar Ruiz,2024Cesar Ruiz,OL,NO,12,0,0
2024,6821,Austin Jackson,2024Austin Jackson,T,MIA,16,0,0
2024,6833,Bryce Hall,2024Bryce Hall,CB,TB,16,0,0
2024,6851,Julian Okwara,2024Julian Okwara,LB,CLE,13,0,0
2024,6868,D.J. Wonnum,2024D.J. Wonnum,DE,CAR,16,0,0
2024,6877,Keith Ismael,2024Keith Ismael,C,,13,0,0
2024,6900,Jonathan Greenard,2024Jonathan Greenard,DE,MIN,16,0,0
2024,6905,Matt Peart,2024Matt Peart,T,DEN,16,0,0
2024,6910,Darrell Taylor,2024Darrell Taylor,DE,HOU,15,0,0
2024,6921,Joshua Uche,2024Joshua Uche,LB,PHI,12,0,0
2024,6949,Jordyn Brooks,2024Jordyn Brooks,LB,MIA,16,0,0
2024,6968,Jordan Fuller,2024Jordan Fuller,DB,ATL,15,0,0
2024,7016,Jeremy Chinn,2024Jeremy Chinn,DB,LV,16,0,0
2024,7041,Robert Hunt,2024Robert Hunt,OL,CAR,16,0,0
2024,7058,Jaylinn Hawkins,2024Jaylinn Hawkins,SS,NE,16,0,0
2024,7117,L'Jarius Sneed,2024L'Jarius Sneed,CB,TEN,11,0,0
2024,7123,Mike Onwenu,2024Mike Onwenu,OL,NE,16,0,0
2024,7136,Kam Curl,2024Kam Curl,DB,LAR,16,0,0
2024,7233,Andre Baccellia,2024Andre Baccellia,WR,ARI,16,0,0
2024,7281,Kameron Cline,2024Kameron Cline,DE,,15,0,0
2024,7295,Ross Matiscik,2024Ross Matiscik,LS,JAX,16,0,0
2024,7307,Tommy Townsend,2024Tommy Townsend,P,HOU,16,0,0
2024,7439,Tommy Hudson,2024Tommy Hudson,TE,,3,0,0
2024,7467,Blake Gillikin,2024Blake Gillikin,P,ARI,16,0,0
2024,7533,Anthony Schwartz,2024Anthony Schwartz,WR,,16,0,0
2024,7625,Joe Tryon-Shoyinka,2024Joe Tryon-Shoyinka,LB,CLE,15,0,0
2024,7630,Greg Newsome,2024Greg Newsome,CB,JAX,16,0,0
2024,7643,Penei Sewell,2024Penei Sewell,T,DET,16,0,0
2024,7651,Jeremiah Owusu-Koramoah,2024Jeremiah Owusu-Koramoah,LB,CLE,16,0,0
2024,7652,Sam Cosmi,2024Sam Cosmi,OL,WAS,16,0,0
2024,7655,Asante Samuel,2024Asante Samuel,CB,,16,0,0
2024,7659,Tre'von Moehrig,2024Tre'von Moehrig,DB,CAR,16,0,0
2024,7660,Liam Eichenberg,2024Liam Eichenberg,T,MIA,16,0,0
2024,7664,Christian Barmore,2024Christian Barmore,DT,NE,16,0,0
2024,7683,Monty Rice,2024Monty Rice,LB,,14,0,0
2024,7687,Nahshon Wright,2024Nahshon Wright,CB,CHI,16,0,0
2024,7691,Spencer Brown,2024Spencer Brown,OT,BUF,15,0,0
2024,7715,Cam Bynum,2024Cam Bynum,DB,IND,16,0,0
2024,7758,Will Fries,2024Will Fries,G,MIN,15,0,0
